É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/12 11:53:37

,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR
2014/12/2,-4.2,8,1,-2.3,8,1,-5.1,8,1,0.0,0,8,1,0.0,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.8,8,1,10.2,8,êºñkêº,8,1,16.4,8,êºñkêº,8,1,êºñkêº,8,1,4.3,8,1,97,8,1,89,8,1,884.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/3,-0.8,8,1,2.9,8,1,-4.4,8,1,2.5,0,8,1,2.5,0,8,1,0.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.4,8,1,8.8,8,ìÏìÏêº,8,1,16.5,8,ìÏìÏêº,8,1,êºìÏêº,8,1,5.7,8,1,97,8,1,85,8,1,887.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/4,-1.0,8,1,1.8,8,1,-3.6,8,1,10.5,0,8,1,2.5,0,8,1,0.0,0,8,1,,0,1,3,0,8,1,3,0,8,1,3.3,4,1,6.0,4,êº],1,1,13.1,4,êºìÏêº],1,1,êºñkêº,4,1,5.7,8,1,100,8,1,98,8,1,884.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/5,-4.2,8,1,-2.4,8,1,-4.9,8,1,0.5,0,8,1,0.5,0,8,1,0.2,0,8,1,,0,1,3,0,8,1,2,0,8,1,,1,1,,1,,0,1,,1,,0,1,,1,1,4.3,8,1,96,8,1,88,8,1,882.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/6,-5.1,8,1,-3.8,8,1,-6.0,8,1,0.0,0,8,1,0.5,0,8,1,0.1,0,8,1,,0,1,4,0,8,1,1,0,8,1,,1,1,,1,,0,1,,1,,0,1,,1,1,4.0,8,1,96,8,1,92,8,1,885.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/7,-2.9,8,1,-0.5,8,1,-6.5,8,1,0,1,8,1,0,1,8,1,4.5,0,8,1,,0,1,2,0,4,1,1,0,4,1,,1,1,,1,,0,1,,1,,0,1,,1,1,4.0,8,1,81,8,1,32,8,1,890.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/8,0.6,8,1,4.5,8,1,-2.7,8,1,1.5,0,8,1,1.0,0,8,1,1.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,,1,1,,1,,0,1,,1,,0,1,,1,1,4.8,8,1,75,8,1,24,8,1,891.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/9,0.7,8,1,8.0,8,1,-2.7,8,1,0.0,0,8,1,0.0,0,8,1,2.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,10.5,4,1,18.6,4,ìåñkìå],1,1,24.7,4,ñkìå],1,1,ñkìå,4,1,4.4,8,1,73,8,1,10,8,1,895.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/10,5.3,8,1,7.4,8,1,2.0,8,1,0.0,0,4,1,0.0,0,4,1,2.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.7,8,1,10.2,8,ìÏìå,8,1,16.5,8,ìÏìå,8,1,ìÏìå,8,1,6.7,8,1,74,8,1,31,8,1,892.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/11,2.5,8,1,7.8,8,1,-1.4,8,1,,,1,1,0,1,4,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.9,8,1,7.8,8,ñkñkêº,8,1,13.9,8,ìÏêº,8,1,ñkêº,8,1,7.4,8,1,100,8,1,91,8,1,886.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/12,-2.1,8,1,-0.7,8,1,-4.4,8,1,0.0,0,4,1,0.0,0,4,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.8,8,1,8.9,8,êºñkêº,8,1,14.0,8,êºñkêº,8,1,ñkêº,8,1,5.1,8,1,98,8,1,90,8,1,886.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/13,-3.9,8,1,-2.0,8,1,-5.2,8,1,0.0,0,8,1,0.0,0,8,1,0.6,0,8,1,,0,1,1,0,8,1,1,0,8,1,5.4,8,1,8.1,8,ñkêº,8,1,13.8,8,êºñkêº,8,1,ñkêº,8,1,4.4,8,1,95,8,1,85,8,1,887.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/14,-4.7,8,1,-1.8,8,1,-7.7,8,1,0.0,0,8,1,0.0,0,8,1,0.9,0,8,1,,0,1,1,0,8,1,1,0,8,1,5.4,8,1,8.1,8,ñkêº,8,1,12.7,8,ñkêº,8,1,ñkêº,8,1,3.8,8,1,88,8,1,60,8,1,891.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/15,-1.8,8,1,3.6,8,1,-6.8,8,1,0.5,0,8,1,0.5,0,8,1,6.0,0,8,1,,0,1,1,0,8,1,1,0,8,1,3.8,8,1,7.0,8,ñkñkìå,8,1,9.3,8,ñkñkìå,8,1,ñkñkìå,8,1,4.1,8,1,76,8,1,38,8,1,892.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/16,-1.3,8,1,4.5,8,1,-6.7,8,1,11.5,0,8,1,2.5,0,8,1,0.0,0,8,1,,0,1,2,0,8,1,1,0,8,1,8.9,8,1,15.2,8,êºñkêº,8,1,24.2,8,êºñkêº,8,1,êºñkêº,8,1,5.6,8,1,98,8,1,91,8,1,881.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/17,-6.9,8,1,-5.6,8,1,-7.7,8,1,0.5,0,8,1,0.5,0,8,1,0.3,0,8,1,,0,1,1,0,8,1,2,0,8,1,8.4,8,1,12.7,8,êºñkêº,8,1,20.1,8,êºñkêº,8,1,êºñkêº,8,1,3.5,8,1,95,8,1,94,8,1,883.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/18,-6.9,8,1,-3.1,8,1,-10.2,8,1,0.0,0,8,1,0.0,0,8,1,8.4,0,8,1,,0,1,1,0,8,1,0,1,8,1,6.1,8,1,9.7,8,ñkêº,8,1,14.5,8,ñkêº,8,1,ñkêº,8,1,3.0,8,1,83,8,1,25,8,1,891.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/19,-1.3,8,1,2.7,8,1,-8.3,8,1,0.0,0,8,1,0.0,0,8,1,5.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.9,8,1,7.1,8,ìÏìå,8,1,10.9,8,ìÏìå,8,1,ìÏ,8,1,4.0,8,1,70,8,1,33,8,1,894.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/20,1.0,8,1,5.0,8,1,-3.0,8,1,11.0,0,8,1,4.0,0,8,1,0.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.9,8,1,9.7,8,ñkêº,8,1,17.9,8,êºñkêº,8,1,ñkêº,8,1,6.6,8,1,99,8,1,90,8,1,885.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/21,-4.1,8,1,-2.8,8,1,-5.0,8,1,2.0,0,8,1,1.0,0,8,1,0.1,0,8,1,,0,1,4,0,8,1,4,0,8,1,4.8,8,1,9.0,8,êºñkêº,8,1,13.6,8,êºñkêº,8,1,ñkêº,8,1,4.3,8,1,95,8,1,88,8,1,885.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/22,-5.2,8,1,-3.3,8,1,-7.6,8,1,1.0,0,8,1,1.0,0,8,1,1.2,0,8,1,,0,1,5,0,8,1,1,0,8,1,7.4,8,1,10.1,8,ñkñkêº,8,1,15.9,8,ñkñkêº,8,1,êºñkêº,8,1,4.0,8,1,96,8,1,89,8,1,887.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/23,-1.6,8,1,2.8,8,1,-3.9,8,1,0,1,8,1,0.0,0,8,1,5.8,0,8,1,,0,1,3,0,8,1,0,1,8,1,3.8,8,1,8.6,8,êºñkêº,8,1,12.9,8,êºñkêº,8,1,êº,8,1,4.8,8,1,89,8,1,63,8,1,891.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/24,1.8,8,1,3.0,8,1,-1.1,8,1,0.0,0,8,1,0.0,0,8,1,0.0,0,8,1,,0,1,1,0,8,1,0,1,8,1,3.9,8,1,8.5,8,êºñkêº,8,1,14.9,8,êº,8,1,êºìÏêº,8,1,6.7,8,1,96,8,1,86,8,1,888.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/25,-1.9,8,1,2.6,8,1,-4.7,8,1,0,1,8,1,0.0,0,8,1,6.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.8,8,1,9.1,8,êºñkêº,8,1,14.9,8,êºñkêº,8,1,ñkêº,8,1,4.8,8,1,88,8,1,68,8,1,888.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/26,-2.9,8,1,1.7,8,1,-5.5,8,1,0,1,8,1,0,1,8,1,6.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.2,8,1,8.5,8,ñkñkìå,8,1,11.2,8,ñkñkìå,8,1,ñkñkìå,8,1,3.8,8,1,78,8,1,54,8,1,890.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/27,-0.4,8,1,4.2,8,1,-5.8,8,1,0,1,8,1,0,1,8,1,7.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.3,8,1,4.3,8,ìÏêº,8,1,7.5,8,ìÏìÏêº,8,1,ìÏ,8,1,4.6,8,1,77,8,1,63,8,1,892.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/28,2.1,8,1,6.0,8,1,-1.0,8,1,0.0,0,8,1,0.0,0,8,1,4.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.4,8,1,5.4,8,ñk,8,1,7.8,8,ñkñkêº,8,1,ìÏ,8,1,5.8,8,1,82,8,1,59,8,1,887.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/29,-0.3,8,1,2.8,8,1,-2.3,8,1,0,1,8,1,0,1,8,1,2.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.1,8,1,8.1,8,ñkñkêº,8,1,11.8,8,êºñkêº,8,1,ñkêº,8,1,5.2,8,1,88,8,1,64,8,1,882.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/30,0.2,8,1,3.8,8,1,-2.5,8,1,0,1,8,1,0,1,8,1,4.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.2,8,1,8.4,8,êº,8,1,14.5,8,êº,8,1,êºñkêº,8,1,5.2,8,1,84,8,1,54,8,1,884.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/12/31,-0.3,8,1,3.9,8,1,-5.0,8,1,3.5,0,8,1,3.5,0,8,1,2.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.9,8,1,13.9,8,êºñkêº,8,1,28.9,8,ìÏ,8,1,ìÏêº,8,1,4.7,8,1,77,8,1,39,8,1,882.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
